code,phase,iteration,debug_corrected,Delta,accepted,rejected,rejected_reason,theta_k,phi_k,type
S0,oil_maximization,23,True,0.7090350495722006,,True,Filter rejection,0.23357651361331475,-121.06846565453849,
S0,oil_maximization,24,True,0.6381315446149806,,True,Filter rejection,0.23357651360853965,-121.06846565453928,
S0,oil_maximization,25,True,0.5743183901534825,,True,Filter rejection,0.2335765136023198,-121.0684656545403,
S0,oil_maximization,26,True,0.5168865511381343,,True,Filter rejection,0.23357651359440296,-121.06846565454167,
S0,oil_maximization,27,True,0.4651978960243209,,True,Filter rejection,0.23357651358418344,-121.06846565454342,
S0,oil_maximization,28,True,0.4186781064218888,,True,Filter rejection,0.2335765135706363,-121.06846565454559,
S0,oil_maximization,29,True,0.37681029577969993,,True,Filter rejection,0.23357651355100006,-121.06846565454882,
S0,oil_maximization,30,True,0.33912926620172995,,True,Filter rejection,0.2335765135066484,-121.06846565455623,
S0,oil_maximization,31,True,0.305216339581557,,True,Filter rejection,0.23357651349452818,-121.06846565455822,
S0,oil_maximization,32,True,0.27469470562340126,,True,Filter rejection,0.2335765134446544,-121.06846565456655,
S0,oil_maximization,33,True,0.24722523506106114,,True,Filter rejection,0.23357651336669924,-121.06846565457947,
S0,oil_maximization,34,True,0.22250271155495505,,True,Filter rejection,0.23357651294719786,-121.06846565464919,
S0,oil_maximization,35,True,0.20025244039945955,,True,Filter rejection,0.23357651295951573,-121.06846565464713,
S0,oil_maximization,36,True,0.1802271963595136,,True,Filter rejection,0.2335765121181945,-121.0684656547869,
S0,oil_maximization,37,True,0.16220447672356222,,True,Filter rejection,0.23292859328353688,-121.06857328109776,
S0,oil_maximization,38,True,0.145984029051206,,True,Filter rejection,0.19043910793434443,-121.07551085745895,
S0,oil_maximization,39,True,0.1313856261460854,,True,Filter rejection,0.15549795715537912,-121.08098666191239,
S0,oil_maximization,40,,0.10642235717832918,True,,,0.13816067948926034,-121.08568936009571,theta-type
S0,oil_maximization,41,,0.19156024292099252,True,,,0.1268610080251384,-121.085246423314,f-type
S0,oil_maximization,42,True,0.19156024292099252,,True,Filter rejection,0.13591997217984222,-121.08044414546461,
S0,oil_maximization,43,True,0.17240421862889327,,True,Filter rejection,0.1359199720460188,-121.08044414548688,
S0,oil_maximization,44,True,0.15516379676600395,,True,Filter rejection,0.1359199718979764,-121.08044414551165,
S0,oil_maximization,45,True,0.13964741708940356,,True,Filter rejection,0.13591997141448864,-121.08044414559218,
S0,oil_maximization,46,True,0.1256826753804632,,True,Filter rejection,0.13591996542050294,-121.08044414659159,
S0,oil_maximization,47,True,0.11311440784241689,,True,Filter rejection,0.11755002166102715,-121.0834625956515,
S0,oil_maximization,48,,0.09162267035235767,True,,,0.10594440075811676,-121.08930657526965,theta-type
S0,oil_maximization,49,,0.16492080663424383,True,,,0.09605406292137786,-121.08685492139364,f-type
S0,oil_maximization,50,,0.14842872597081944,True,,,0.07899558578611045,-121.09176588021211,theta-type
S0,oil_maximization,51,True,0.14842872597081944,,True,Filter rejection,0.09901308068000399,-121.08824779628154,
S0,oil_maximization,52,True,0.1335858533737375,,True,Filter rejection,0.09901308063261915,-121.08824779628944,
S0,oil_maximization,53,True,0.12022726803636374,,True,Filter rejection,0.09901308051647399,-121.08824779630888,
S0,oil_maximization,54,True,0.10820454123272737,,True,Filter rejection,0.09901307811764996,-121.08824779671053,
S0,oil_maximization,55,True,0.09738408710945463,,True,Filter rejection,0.08726059907875731,-121.09011530442692,
S0,oil_maximization,56,,0.15776222111731653,True,,,0.07597863935555352,-121.0874695308947,f-type
S0,oil_maximization,57,,0.14198599900558487,True,,,0.07177825766848869,-121.09224560735723,theta-type
S0,oil_maximization,58,True,0.14198599900558487,,True,Filter rejection,0.08540812369257415,-121.08916477316238,
S0,oil_maximization,59,True,0.12778739910502637,,True,Filter rejection,0.08540812365337257,-121.08916477316892,
S0,oil_maximization,60,True,0.11500865919452374,,True,Filter rejection,0.08540812356505113,-121.08916477318377,
S0,oil_maximization,61,True,0.10350779327507137,,True,Filter rejection,0.08540812319566769,-121.0891647732456,
S0,oil_maximization,62,True,0.09315701394756423,,True,Filter rejection,0.07965722131668568,-121.09010160067311,
S0,oil_maximization,63,,0.15091436259505406,True,,,0.06498631161295175,-121.08871490295552,f-type
S0,oil_maximization,64,True,0.15091436259505406,,True,Filter rejection,0.06731335019583945,-121.08845611159009,
S0,oil_maximization,65,True,0.13582292633554865,,True,Filter rejection,0.06731335015184761,-121.0884561115974,
S0,oil_maximization,66,True,0.1222406337019938,,True,Filter rejection,0.0673133500748019,-121.08845611161033,
S0,oil_maximization,67,True,0.11001657033179442,,True,Filter rejection,0.06731334994750629,-121.0884561116316,
S0,oil_maximization,68,True,0.09901491329861498,,True,Filter rejection,0.06731334962032472,-121.08845611168633,
S0,oil_maximization,69,True,0.08911342196875348,,True,Filter rejection,0.06731334794682926,-121.0884561119661,
S0,oil_maximization,70,,0.07218187179469032,True,,,0.06554109228477546,-121.09216182573468,theta-type
S0,oil_maximization,71,,0.1299273692304426,True,,,0.06057841017371335,-121.08956773668095,f-type
S0,oil_maximization,72,,0.11693463230739834,True,,,0.04948052707299229,-121.09358026562397,theta-type
S0,oil_maximization,73,True,0.11693463230739834,,True,Filter rejection,0.04956845728845045,-121.09169546054326,
S0,oil_maximization,74,True,0.10524116907665851,,True,Filter rejection,0.04956845730551627,-121.0916954605404,
S0,oil_maximization,75,True,0.09471705216899266,,True,Filter rejection,0.04956845725396188,-121.09169546054906,
S0,oil_maximization,76,True,0.0852453469520934,,True,Filter rejection,0.04956845712353479,-121.09169546057095,
S0,oil_maximization,77,True,0.07672081225688407,,True,Filter rejection,0.04956845622276961,-121.09169546072198,
S0,oil_maximization,78,,0.12428771585615218,True,,,0.036809868315922964,-121.09183024086978,f-type
S0,oil_maximization,79,True,0.12428771585615218,,True,Filter rejection,0.059322739094112446,-121.08936140077508,
S0,oil_maximization,80,True,0.11185894427053697,,True,Filter rejection,0.05932273898227451,-121.08936140079373,
S0,oil_maximization,81,True,0.10067304984348327,,True,Filter rejection,0.05932273885385264,-121.08936140081524,
S0,oil_maximization,82,True,0.09060574485913495,,True,Filter rejection,0.05932273841806834,-121.0893614008882,
S0,oil_maximization,83,True,0.08154517037322145,,True,Filter rejection,0.05932273314108009,-121.08936140177096,
S0,oil_maximization,84,True,0.07339065333589931,,True,Filter rejection,0.050298568930863645,-121.09083915345192,
S0,oil_maximization,85,,0.059446429202078446,True,,,0.04421313236064556,-121.09255814784949,theta-type
S0,oil_maximization,86,,0.10700357256374121,True,,,0.041119322155446614,-121.09226051643813,f-type
S0,oil_maximization,87,True,0.10700357256374121,,True,Filter rejection,0.035313509610270036,-121.09200016117963,
S0,oil_maximization,88,True,0.09630321530736709,,True,Filter rejection,0.035313509568896735,-121.0920001611866,
S0,oil_maximization,89,True,0.08667289377663039,,True,Filter rejection,0.035313509500149026,-121.09200016119807,
S0,oil_maximization,90,True,0.07800560439896735,,True,Filter rejection,0.03531350936816385,-121.0920001612202,
S0,oil_maximization,91,True,0.07020504395907062,,True,Filter rejection,0.03531350897267991,-121.09200016128642,
S0,oil_maximization,92,True,0.06318453956316357,,True,Filter rejection,0.03531350622037819,-121.0920001617474,
S0,oil_maximization,93,,0.05117947704616249,True,,,0.03378333753540336,-121.09369953615393,theta-type
S0,oil_maximization,94,,0.09212305868309249,True,,,0.03057357345984769,-121.092777597344,f-type
S0,oil_maximization,95,,0.08291075281478325,True,,,0.025122499522971124,-121.09444175286113,theta-type
S0,oil_maximization,96,True,0.08291075281478325,,True,Filter rejection,0.028230436409511835,-121.09330261841066,
S0,oil_maximization,97,True,0.07461967753330492,,True,Filter rejection,0.028230436350882012,-121.09330261842051,
S0,oil_maximization,98,True,0.06715770977997443,,True,Filter rejection,0.028230436277673753,-121.09330261843277,
S0,oil_maximization,99,True,0.060441938801976985,,True,Filter rejection,0.02823043596916845,-121.09330261848456,
S0,oil_maximization,100,True,0.05439774492177929,,True,Filter rejection,0.02743874154452476,-121.09343428552343,
S0,oil_maximization,101,,0.08812434677328246,True,,,0.020618010851391408,-121.09355603573425,f-type
S0,oil_maximization,102,True,0.08812434677328246,,True,Filter rejection,0.02568063618772553,-121.09302806061646,
S0,oil_maximization,103,True,0.07931191209595422,,True,Filter rejection,0.025680636053695936,-121.09302806063889,
S0,oil_maximization,104,True,0.0713807208863588,,True,Filter rejection,0.025680636085485563,-121.09302806063357,
S0,oil_maximization,105,True,0.06424264879772293,,True,Filter rejection,0.025680635923281982,-121.0930280606608,
S0,oil_maximization,106,True,0.05781838391795064,,True,Filter rejection,0.02568063531297422,-121.09302806076312,
S0,oil_maximization,107,True,0.052036545526155574,,True,Filter rejection,0.02546031046374804,-121.09306493641932,
S0,oil_maximization,108,,0.042149601876186014,True,,,0.02254609680060119,-121.09419098653912,theta-type
S0,oil_maximization,109,,0.07586928337713483,True,,,0.020830744177713828,-121.09381463659537,f-type
S0,oil_maximization,110,,0.06828235503942136,True,,,0.0170688210719003,-121.0947322718923,theta-type
S0,oil_maximization,111,True,0.06828235503942136,,True,Filter rejection,0.021186581905681887,-121.09385509277641,
S0,oil_maximization,112,True,0.061454119535479225,,True,Filter rejection,0.021186581801348452,-121.093855092794,
S0,oil_maximization,113,True,0.0553087075819313,,True,Filter rejection,0.021186581695818427,-121.09385509281164,
S0,oil_maximization,114,True,0.049777836823738174,,True,Filter rejection,0.02118658075344622,-121.09385509296983,
S0,oil_maximization,115,True,0.04480005314136436,,True,Filter rejection,0.018785758639789332,-121.09424368324318,
S0,oil_maximization,116,,0.07257608608901027,True,,,0.015373772729962733,-121.09409967709335,f-type
S0,oil_maximization,117,True,0.07257608608901027,,True,Filter rejection,0.015408547571032698,-121.09409655889779,
S0,oil_maximization,118,True,0.06531847748010924,,True,Filter rejection,0.015408547505715483,-121.0940965589088,
S0,oil_maximization,119,True,0.05878662973209832,,True,Filter rejection,0.015408547489881333,-121.09409655891142,
S0,oil_maximization,120,True,0.05290796675888849,,True,Filter rejection,0.015408547396396926,-121.09409655892705,
S0,oil_maximization,121,True,0.04761717008299964,,True,Filter rejection,0.015408547170724549,-121.09409655896489,
S0,oil_maximization,122,True,0.04285545307469968,,True,Filter rejection,0.015408546200998803,-121.09409655912756,
S0,oil_maximization,123,,0.03471291699050674,True,,,0.015429722578929207,-121.0947326803152,theta-type
S0,oil_maximization,124,,0.06248325058291214,True,,,0.0141606759480542,-121.09430290314364,f-type
S0,oil_maximization,125,,0.05623492552462093,True,,,0.01159670977997124,-121.09507730034798,theta-type
S0,oil_maximization,126,True,0.05623492552462093,,True,Filter rejection,0.012692142519470033,-121.09454015829421,
S0,oil_maximization,127,True,0.05061143297215884,,True,Filter rejection,0.012692142449017767,-121.09454015830599,
S0,oil_maximization,128,True,0.045550289674942956,,True,Filter rejection,0.012692142387223423,-121.09454015831639,
S0,oil_maximization,129,True,0.04099526070744866,,True,Filter rejection,0.012692142109743504,-121.09454015836299,
S0,oil_maximization,130,True,0.03689573463670379,,True,Filter rejection,0.01263221546417266,-121.09455020528804,
S0,oil_maximization,131,,0.059771090111460146,True,,,0.009113270474424518,-121.09473373118914,f-type
S0,oil_maximization,132,True,0.059771090111460146,,True,Filter rejection,0.012283998132212929,-121.09441595417128,
S0,oil_maximization,133,True,0.05379398110031413,,True,Filter rejection,0.012283998100306705,-121.09441595417667,
S0,oil_maximization,134,True,0.048414582990282715,,True,Filter rejection,0.012283998021552514,-121.09441595418986,
S0,oil_maximization,135,True,0.04357312469125445,,True,Filter rejection,0.01228399779547064,-121.09441595422777,
S0,oil_maximization,136,True,0.039215812222129005,,True,Filter rejection,0.01228399721185378,-121.09441595432571,
S0,oil_maximization,137,True,0.035294230999916104,,True,Filter rejection,0.011747649341761687,-121.0945052296704,
S0,oil_maximization,138,,0.028588327109932046,True,,,0.010369777190065725,-121.09490828479407,theta-type
S0,oil_maximization,139,,0.051458988797877685,True,,,0.009616924314936683,-121.09484444381249,f-type
S0,oil_maximization,140,,0.04631308991808992,True,,,0.007866100310454052,-121.0951685549579,theta-type
S0,oil_maximization,141,True,0.04631308991808992,,True,Filter rejection,0.010633508142836475,-121.09470987123753,
S0,oil_maximization,142,True,0.04168178092628093,,True,Filter rejection,0.010633508061234377,-121.09470987125118,
S0,oil_maximization,143,True,0.037513602833652834,,True,Filter rejection,0.010633507783168733,-121.09470987129788,
S0,oil_maximization,144,True,0.03376224255028755,,True,Filter rejection,0.010610698214969799,-121.09471369864838,
S0,oil_maximization,145,True,0.030386018295258794,,True,Filter rejection,0.008710112816459276,-121.09501535994482,
S0,oil_maximization,146,,0.049225349638319246,True,,,0.00761991507049238,-121.09488384759386,f-type
S0,oil_maximization,147,,0.04430281467448732,True,,,0.007150202997608902,-121.0952330557297,theta-type
S0,oil_maximization,148,True,0.04430281467448732,,True,Filter rejection,0.009053295271872062,-121.09484132496841,
S0,oil_maximization,149,True,0.03987253320703859,,True,Filter rejection,0.009053295208452614,-121.09484132497897,
S0,oil_maximization,150,True,0.035885279886334734,,True,Filter rejection,0.009053295029543528,-121.09484132500901,
S0,oil_maximization,151,True,0.03229675189770126,,True,Filter rejection,0.00905329374003322,-121.09484132522556,
S0,oil_maximization,152,True,0.029067076707931135,,True,Filter rejection,0.007924892392792227,-121.09502401488022,
S0,oil_maximization,153,,0.04708866426684844,True,,,0.006469645018885064,-121.09499750091715,f-type
S0,oil_maximization,154,True,0.04708866426684844,,True,Filter rejection,0.006512073828664959,-121.09499357976794,
S0,oil_maximization,155,True,0.042379797840163595,,True,Filter rejection,0.0065120737964877535,-121.09499357977332,
S0,oil_maximization,156,True,0.038141818056147234,,True,Filter rejection,0.006512073752911132,-121.0949935797806,
S0,oil_maximization,157,True,0.03432763625053251,,True,Filter rejection,0.0065120736672125675,-121.09499357979502,
S0,oil_maximization,158,True,0.030894872625479262,,True,Filter rejection,0.006512073427681193,-121.09499357983523,
S0,oil_maximization,159,True,0.027805385362931336,,True,Filter rejection,0.006512072370854265,-121.09499358001258,
S0,oil_maximization,160,,0.02252236214397438,True,,,0.006504301726170301,-121.09523200464398,theta-type
S0,oil_maximization,161,,0.040540251859153886,True,,,0.005975111355378797,-121.09508227056676,f-type
S0,oil_maximization,162,,0.036486226673238496,True,,,0.00488715165009479,-121.09537994674793,theta-type
S0,oil_maximization,163,True,0.036486226673238496,,True,Filter rejection,0.005561424192499899,-121.09513586653611,
S0,oil_maximization,164,True,0.03283760400591465,,True,Filter rejection,0.005561424145575153,-121.09513586654396,
S0,oil_maximization,165,True,0.029553843605323187,,True,Filter rejection,0.005561424032139208,-121.09513586656306,
S0,oil_maximization,166,True,0.02659845924479087,,True,Filter rejection,0.005561423474652245,-121.09513586665663,
S0,oil_maximization,167,True,0.02393861332031178,,True,Filter rejection,0.005338283193529168,-121.09517293458401,
S0,oil_maximization,168,,0.038780553578905086,True,,,0.0039481546244159275,-121.09524466904328,f-type
S0,oil_maximization,169,True,0.038780553578905086,,True,Filter rejection,0.004978789279720544,-121.09514464564606,
S0,oil_maximization,170,True,0.03490249822101458,,True,Filter rejection,0.004978789271971484,-121.09514464564737,
S0,oil_maximization,171,True,0.03141224839891312,,True,Filter rejection,0.004978789207801925,-121.09514464565811,
S0,oil_maximization,172,True,0.02827102355902181,,True,Filter rejection,0.004978789058433729,-121.09514464568318,
S0,oil_maximization,173,True,0.02544392120311963,,True,Filter rejection,0.004978788664819792,-121.0951446457492,
S0,oil_maximization,174,True,0.02289952908280767,,True,Filter rejection,0.004953319698532415,-121.09514891578769,
S0,oil_maximization,175,,0.018548618557074213,True,,,0.004379332501679238,-121.09532223360728,theta-type
S0,oil_maximization,176,,0.03338751340273358,True,,,0.004057143844742174,-121.0952933769582,f-type
S0,oil_maximization,177,,0.030048762062460224,True,,,0.003313337398591676,-121.09543087833865,theta-type
S0,oil_maximization,178,True,0.030048762062460224,,True,Filter rejection,0.004407243271950157,-121.09523465130388,
S0,oil_maximization,179,True,0.027043885856214204,,True,Filter rejection,0.004407243179476267,-121.09523465131946,
S0,oil_maximization,180,True,0.024339497270592782,,True,Filter rejection,0.004407242914124763,-121.095234651364,
S0,oil_maximization,181,True,0.021905547543533504,,True,Filter rejection,0.004407234403119673,-121.09523465279305,
S0,oil_maximization,182,True,0.019714992789180152,,True,Filter rejection,0.003662435044573807,-121.0953538796439,
S0,oil_maximization,183,,0.03193828831847185,True,,,0.003123094000330577,-121.09532503259551,f-type
S0,oil_maximization,184,,0.028744459486624664,True,,,0.0030049233916785998,-121.09544771017761,theta-type
S0,oil_maximization,185,True,0.028744459486624664,,True,Filter rejection,0.004008231541575515,-121.09526900026461,
S0,oil_maximization,186,True,0.0258700135379622,,True,Filter rejection,0.004008231451228213,-121.09526900027967,
S0,oil_maximization,187,True,0.02328301218416598,,True,Filter rejection,0.004008231193883614,-121.09526900032299,
S0,oil_maximization,188,True,0.02095471096574938,,True,Filter rejection,0.0040082238914356146,-121.09526900154908,
S0,oil_maximization,189,True,0.018859239869174444,,True,Filter rejection,0.003348515459031093,-121.09537478258346,
S0,oil_maximization,190,,0.0305519685880626,True,,,0.002837303681387964,-121.09535257437899,f-type
S0,oil_maximization,191,,0.027496771729256343,True,,,0.0027471539198978432,-121.09546097710097,theta-type
S0,oil_maximization,192,True,0.027496771729256343,,True,Filter rejection,0.0036998732156654254,-121.09529561685332,
S0,oil_maximization,193,True,0.024747094556330708,,True,Filter rejection,0.0036998731220801353,-121.09529561686904,
S0,oil_maximization,194,True,0.022272385100697636,,True,Filter rejection,0.0036998728475760986,-121.09529561691512,
S0,oil_maximization,195,True,0.020045146590627873,,True,Filter rejection,0.00369986184378558,-121.09529561876273,
S0,oil_maximization,196,True,0.018040631931565087,,True,Filter rejection,0.003065900538053314,-121.09539708303339,
S0,oil_maximization,197,,0.02922582372913544,True,,,0.0026171021671760183,-121.09537380000577,f-type
S0,oil_maximization,198,,0.026303241356221897,True,,,0.0025152372567203876,-121.09547565712224,theta-type
S0,oil_maximization,199,True,0.026303241356221897,,True,Filter rejection,0.0033572679485078197,-121.09532526855611,
S0,oil_maximization,200,True,0.023672917220599707,,True,Filter rejection,0.0033572678576526023,-121.09532526857137,
S0,oil_maximization,201,True,0.021305625498539735,,True,Filter rejection,0.0033572675965012587,-121.09532526861521,
S0,oil_maximization,202,True,0.01917506294868576,,True,Filter rejection,0.003357261562972563,-121.09532526962828,
S0,oil_maximization,203,True,0.017257556653817185,,True,Filter rejection,0.002803766875600634,-121.0954140579556,
S0,oil_maximization,204,,0.027957241779183843,True,,,0.002372603585117663,-121.09539730102874,f-type
S0,oil_maximization,205,,0.02516151760126546,True,,,0.002300053520170201,-121.09548636184009,theta-type
S0,oil_maximization,206,True,0.02516151760126546,,True,Filter rejection,0.0031098691170164763,-121.0953467333911,
S0,oil_maximization,207,True,0.022645365841138913,,True,Filter rejection,0.0031098689695962718,-121.09534673341594,
S0,oil_maximization,208,True,0.020380829257025022,,True,Filter rejection,0.0031098687288995245,-121.09534673345638,
S0,oil_maximization,209,True,0.01834274633132252,,True,Filter rejection,0.0031098502828429916,-121.09534673655358,
S0,oil_maximization,210,True,0.01650847169819027,,True,Filter rejection,0.0025677991236204355,-121.09543345531964,
S0,oil_maximization,211,,0.026743724151068238,True,,,0.002196392237164169,-121.09541422364995,f-type
S0,oil_maximization,212,,0.024069351735961416,True,,,0.0021064580900379917,-121.09549923897353,theta-type
S0,oil_maximization,213,True,0.024069351735961416,,True,Filter rejection,0.002809911910994886,-121.09537282235134,
S0,oil_maximization,214,True,0.021662416562365276,,True,Filter rejection,0.0028099117965612536,-121.09537282237054,
S0,oil_maximization,215,True,0.01949617490612875,,True,Filter rejection,0.002809911553680304,-121.09537282241133,
S0,oil_maximization,216,True,0.017546557415515876,,True,Filter rejection,0.0028099056130793634,-121.09537282340884,
S0,oil_maximization,217,True,0.015791901673964288,,True,Filter rejection,0.0023475495121788653,-121.09544703378215,
S0,oil_maximization,218,,0.02558288071182215,True,,,0.0019827862751383377,-121.09543467278007,f-type
S0,oil_maximization,219,,0.023024592640639933,True,,,0.0019256560661526365,-121.09550770050106,theta-type
S0,oil_maximization,220,True,0.023024592640639933,,True,Filter rejection,0.002615410344988796,-121.09538977719593,
S0,oil_maximization,221,True,0.02072213337657594,,True,Filter rejection,0.002615410208512344,-121.09538977721887,
S0,oil_maximization,222,True,0.018649920038918348,,True,Filter rejection,0.002615409940369637,-121.09538977726389,
S0,oil_maximization,223,True,0.016784928035026514,,True,Filter rejection,0.002615360895157881,-121.09538978549897,
S0,oil_maximization,224,True,0.015106435231523862,,True,Filter rejection,0.0021506926027238128,-121.09546408150325,
S0,oil_maximization,225,,0.024472425075068655,True,,,0.0018445859242538845,-121.09544790043246,f-type
S0,oil_maximization,226,,0.02202518256756179,True,,,0.0017641863474892343,-121.09551913144787,theta-type
S0,oil_maximization,227,True,0.02202518256756179,,True,Filter rejection,0.002349493087254243,-121.09541301007604,
S0,oil_maximization,228,True,0.01982266431080561,,True,Filter rejection,0.0023494929783016375,-121.09541301009435,
S0,oil_maximization,229,True,0.01784039787972505,,True,Filter rejection,0.0023494927305002127,-121.09541301013593,
S0,oil_maximization,230,True,0.016056358091752546,,True,Filter rejection,0.0023494872045620157,-121.09541301106384,
S0,oil_maximization,231,True,0.014450722282577292,,True,Filter rejection,0.001965424929053392,-121.09547470110778,
S0,oil_maximization,232,,0.023410170097775216,True,,,0.0016555841371137321,-121.09546592627004,f-type
S0,oil_maximization,233,,0.021069153087997696,True,,,0.0016120926778070595,-121.09552562118714,theta-type
S0,oil_maximization,234,True,0.021069153087997696,,True,Filter rejection,0.002201293580066273,-121.09542598427143,
S0,oil_maximization,235,True,0.018962237779197928,,True,Filter rejection,0.0022012934459424423,-121.095425984294,
S0,oil_maximization,236,True,0.017066014001278135,,True,Filter rejection,0.0022012931673294194,-121.09542598434076,
S0,oil_maximization,237,True,0.015359412601150322,,True,Filter rejection,0.002196838631296962,-121.09542673192048,
S0,oil_maximization,238,True,0.013823471341035289,,True,Filter rejection,0.0018014298708630995,-121.0954898688276,
S0,oil_maximization,239,,0.02239402357247717,True,,,0.0015505350754022311,-121.09547595219803,f-type
S0,oil_maximization,240,,0.020154621215229453,True,,,0.0014776150962219775,-121.09553591041819,theta-type
S0,oil_maximization,241,True,0.020154621215229453,,True,Filter rejection,0.001962131061014974,-121.09544696601262,
S0,oil_maximization,242,True,0.01813915909370651,,True,Filter rejection,0.0019621309608307664,-121.0954469660294,
S0,oil_maximization,243,True,0.01632524318433586,,True,Filter rejection,0.001962130708951633,-121.09544696607168,
S0,oil_maximization,244,True,0.014692718865902274,,True,Filter rejection,0.001962125809929761,-121.09544696689429,
S0,oil_maximization,245,True,0.013223446979312046,,True,Filter rejection,0.00164536156493862,-121.09549789744145,
S0,oil_maximization,246,,0.021421984106485516,True,,,0.0013808422645359916,-121.0954920798108,f-type
S0,oil_maximization,247,,0.019279785695836965,True,,,0.0013494775058972405,-121.0955406570057,theta-type
S0,oil_maximization,248,True,0.019279785695836965,,True,Filter rejection,0.001854711872242792,-121.09545640691556,
S0,oil_maximization,249,True,0.01735180712625327,,True,Filter rejection,0.0018547117678380833,-121.09545640693314,
S0,oil_maximization,250,True,0.015616626413627942,,True,Filter rejection,0.0018547114383035883,-121.09545640698849,
S0,oil_maximization,251,True,0.014054963772265148,,True,Filter rejection,0.0018403539168700687,-121.09545881317861,
S0,oil_maximization,252,True,0.012649467395038633,,True,Filter rejection,0.0015089930072958928,-121.09551158274783,
S0,oil_maximization,253,,0.020492137179962584,True,,,0.0013048918516773503,-121.09549931266405,f-type
S0,oil_maximization,254,,0.018442923461966326,True,,,0.0012376922717005031,-121.09555006319339,theta-type
S0,oil_maximization,255,True,0.018442923461966326,,True,Filter rejection,0.0016361548450854937,-121.09547565343306,
S0,oil_maximization,256,True,0.016598631115769695,,True,Filter rejection,0.0016361547542407342,-121.09547565344837,
S0,oil_maximization,257,True,0.014938768004192726,,True,Filter rejection,0.001636154498784342,-121.09547565349126,
S0,oil_maximization,258,True,0.013444891203773453,,True,Filter rejection,0.0016361502095619631,-121.09547565421141,
S0,oil_maximization,259,True,0.01210040208339611,,True,Filter rejection,0.0013772784248046175,-121.0955173304206,
S0,oil_maximization,260,,0.0196026513751017,True,,,0.0011500585664281117,-121.09551397994571,f-type
S0,oil_maximization,261,,0.01764238623759153,True,,,0.0011295293149528507,-121.09555325980523,theta-type
S0,oil_maximization,262,True,0.01764238623759153,,True,Filter rejection,0.0015648763611022603,-121.09548194025515,
S0,oil_maximization,263,True,0.015878147613832376,,True,Filter rejection,0.0015648762487577362,-121.095481940274,
S0,oil_maximization,264,True,0.014290332852449138,,True,Filter rejection,0.0015648759049651515,-121.09548194033178,
S0,oil_maximization,265,True,0.012861299567204224,,True,Filter rejection,0.001541822520022323,-121.09548579733865,
S0,oil_maximization,266,True,0.011575169610483802,,True,Filter rejection,0.0012641498862058348,-121.095529868487,
S0,oil_maximization,267,,0.01875177476898376,True,,,0.0010998142248097162,-121.09551875969132,f-type
S0,oil_maximization,268,,0.016876597292085384,True,,,0.0010368343333364918,-121.0955620015917,theta-type
S0,oil_maximization,269,True,0.016876597292085384,,True,Filter rejection,0.0013617576860483157,-121.0954998890924,
