code,phase,iteration,debug_corrected,Delta,accepted,rejected,rejected_reason,theta_k,phi_k,type
S0,oil_maximization,117,True,0.4162923642092446,,True,Filter rejection,30.110856474199185,-120.83622066984208,
S0,oil_maximization,118,True,0.3746631277883201,,True,Filter rejection,25.88744623939478,-120.86062852527341,
S0,oil_maximization,119,,0.6069542670170787,True,,,15.251464973255171,-119.08686013876539,f-type
S0,oil_maximization,120,,0.6069542670170787,True,,,22.16783195392793,-120.86713657616812,theta-type
S0,oil_maximization,121,,1.0925176806307417,True,,,10.262645901321156,-119.49718344492746,f-type
S0,oil_maximization,122,True,1.0925176806307417,,True,Filter rejection,58.13416031575425,-110.06819571763354,
S0,oil_maximization,123,True,0.9832659125676676,,True,Filter rejection,39.86254237423251,-114.06484380800711,
S0,oil_maximization,124,True,0.8849393213109008,,True,Filter rejection,28.1047775467006,-116.56767788663385,
S0,oil_maximization,125,True,0.7964453891798108,,True,Filter rejection,20.221041309349236,-118.17919987061097,
S0,oil_maximization,126,,0.6451207652356468,True,,,16.707489609009944,-120.32906475046148,theta-type
S0,oil_maximization,127,True,0.6451207652356468,,True,Filter rejection,32.53005843222871,-120.51357832515559,
S0,oil_maximization,128,True,0.5806086887120822,,True,Filter rejection,28.17506590732006,-120.65475899057355,
S0,oil_maximization,129,True,0.522547819840874,,True,Filter rejection,24.29687689177866,-120.76456368419366,
S0,oil_maximization,130,,0.8465274681422158,True,,,14.77208257297588,-119.23304328848104,f-type
S0,oil_maximization,131,True,0.8465274681422158,,True,Filter rejection,88.99489979532645,-105.65616550188534,
S0,oil_maximization,132,True,0.7618747213279943,,True,Filter rejection,86.19073078180058,-108.05299438924726,
S0,oil_maximization,133,True,0.6856872491951949,,True,Filter rejection,47.73083564982317,-113.94133808191741,
S0,oil_maximization,134,True,0.6171185242756754,,True,Filter rejection,28.63903743990364,-116.89638151202038,
S0,oil_maximization,135,True,0.5554066718481079,,True,Filter rejection,18.245061745149645,-118.51180365484325,
S0,oil_maximization,136,,0.4998660046632971,True,,,20.863590026066245,-120.8441069086049,theta-type
S0,oil_maximization,137,True,0.4998660046632971,,True,Filter rejection,41.35643334862381,-120.79150417998127,
S0,oil_maximization,138,True,0.4498794041969674,,True,Filter rejection,35.92795111940547,-120.87452709396092,
S0,oil_maximization,139,True,0.4048914637772707,,True,Filter rejection,31.077607983481865,-120.9401874395426,
S0,oil_maximization,140,True,0.36440231739954365,,True,Filter rejection,26.768184934877638,-120.98766608459938,
S0,oil_maximization,141,True,0.3279620856595893,,True,Filter rejection,22.961411076444893,-121.01689774096641,
S0,oil_maximization,142,,0.5312985787685346,True,,,12.114931606996343,-119.45963289081732,f-type
S0,oil_maximization,143,,0.5312985787685346,True,,,19.617953257409567,-121.02850572103323,theta-type
S0,oil_maximization,144,True,0.5312985787685346,,True,Filter rejection,16.823058458840922,-120.25922837167462,
S0,oil_maximization,145,,0.8607036976050261,True,,,8.50675410570707,-119.6065692420326,f-type
S0,oil_maximization,146,True,0.8607036976050261,,True,Filter rejection,26.235851289178395,-116.78149798500807,
S0,oil_maximization,147,True,0.7746333278445234,,True,Filter rejection,18.899390771470888,-118.30243542615224,
S0,oil_maximization,148,,0.6274529955540641,True,,,14.47135672802241,-120.36253254163528,theta-type
S0,oil_maximization,149,True,0.6274529955540641,,True,Filter rejection,30.665370961409284,-120.55592755903784,
S0,oil_maximization,150,True,0.5647076959986577,,True,Filter rejection,26.565130773856342,-120.69145406788573,
S0,oil_maximization,151,True,0.5082369263987919,,True,Filter rejection,22.91293218279841,-120.79504758535045,
S0,oil_maximization,152,True,0.45741323375891274,,True,Filter rejection,19.678763765848224,-120.86843861992186,
S0,oil_maximization,153,,0.7410094386894387,True,,,13.816812787225581,-119.30326086564845,f-type
S0,oil_maximization,154,True,0.7410094386894387,,True,Filter rejection,83.49746396316472,-108.92082078907505,
S0,oil_maximization,155,True,0.6669084948204949,,True,Filter rejection,62.45758697816099,-112.2315799105156,
S0,oil_maximization,156,True,0.6002176453384453,,True,Filter rejection,36.38600803086559,-116.05849477589192,
S0,oil_maximization,157,True,0.5401958808046008,,True,Filter rejection,22.761381840719064,-118.04849554278906,
S0,oil_maximization,158,True,0.4861762927241407,,True,Filter rejection,14.956213553783126,-119.17670542993207,
S0,oil_maximization,159,,0.39380279710655397,True,,,16.831608911833722,-120.91397986468914,theta-type
S0,oil_maximization,160,True,0.39380279710655397,,True,Filter rejection,29.753018994076797,-120.89738622028935,
S0,oil_maximization,161,True,0.3544225173958986,,True,Filter rejection,25.66875725357245,-120.95843748291412,
S0,oil_maximization,162,True,0.3189802656563087,,True,Filter rejection,22.050450161057572,-121.00448583547191,
S0,oil_maximization,163,True,0.28708223909067787,,True,Filter rejection,18.86409550184477,-121.03526769283616,
S0,oil_maximization,164,,0.46507322732689815,True,,,10.176366768524623,-119.85587576493415,f-type
S0,oil_maximization,165,,0.41856590459420834,True,,,16.074586366574692,-121.05119097161317,theta-type
S0,oil_maximization,166,,0.7534186282695751,True,,,11.48306789921012,-118.98028471309206,f-type
S0,oil_maximization,167,True,0.7534186282695751,,True,Filter rejection,68.15176757139866,-110.71283002259403,
S0,oil_maximization,168,True,0.6780767654426175,,True,Filter rejection,45.35757626728267,-114.23850293524207,
S0,oil_maximization,169,True,0.6102690888983557,,True,Filter rejection,31.240030107654952,-116.4299919535357,
S0,oil_maximization,170,True,0.5492421800085202,,True,Filter rejection,22.1302656743235,-117.84505847923212,
S0,oil_maximization,171,True,0.4943179620076682,,True,Filter rejection,16.01636779893719,-118.79212978395172,
S0,oil_maximization,172,,0.40039754922621124,True,,,15.83217371344623,-120.99235823819014,theta-type
S0,oil_maximization,173,True,0.40039754922621124,,True,Filter rejection,34.243078627382246,-120.88716147438329,
S0,oil_maximization,174,True,0.3603577943035901,,True,Filter rejection,29.510539577952134,-120.93609963063639,
S0,oil_maximization,175,True,0.3243220148732311,,True,Filter rejection,25.32891308707112,-120.96850010090655,
S0,oil_maximization,176,True,0.29188981338590797,,True,Filter rejection,21.654771093368936,-120.9843511730605,
S0,oil_maximization,177,True,0.2627008320473172,,True,Filter rejection,18.444207486356902,-120.984340806146,
S0,oil_maximization,178,,0.4255753479166539,True,,,11.783850012937009,-119.4435365551859,f-type
S0,oil_maximization,179,,0.4255753479166539,True,,,15.653538449745346,-120.96969287404208,theta-type
S0,oil_maximization,180,True,0.4255753479166539,,True,Filter rejection,19.153394477793473,-120.84697064521033,
S0,oil_maximization,181,True,0.3830178131249885,,True,Filter rejection,16.414754246065282,-120.90340298254071,
S0,oil_maximization,182,,0.6204888572624814,True,,,7.933811155665047,-119.96748825346279,f-type
S0,oil_maximization,183,True,0.6204888572624814,,True,Filter rejection,28.33010104627545,-115.96516351514212,
S0,oil_maximization,184,True,0.5584399715362333,,True,Filter rejection,20.280295695965783,-117.5764848872372,
S0,oil_maximization,185,True,0.50259597438261,,True,Filter rejection,14.772762919902508,-118.66079911191139,
S0,oil_maximization,186,,0.4071027392499141,True,,,14.006666122825173,-120.94329302682677,theta-type
S0,oil_maximization,187,True,0.4071027392499141,,True,Filter rejection,22.176887103978917,-120.9622575668601,
S0,oil_maximization,188,True,0.3663924653249227,,True,Filter rejection,18.97373829534764,-121.00274460071923,
S0,oil_maximization,189,True,0.3297532187924304,,True,Filter rejection,16.169397643896456,-121.02120295606157,
S0,oil_maximization,190,,0.5342002144437373,True,,,10.90865368910691,-119.40471963490612,f-type
S0,oil_maximization,191,,0.5342002144437373,True,,,13.72799364967207,-121.01974926137311,theta-type
S0,oil_maximization,192,,0.9615603859987272,True,,,6.769085475376477,-119.91922112849852,f-type
S0,oil_maximization,193,True,0.9615603859987272,,True,Filter rejection,43.99146876625196,-114.1761920237339,
S0,oil_maximization,194,True,0.8654043473988545,,True,Filter rejection,30.22264170609469,-116.57674146048583,
S0,oil_maximization,195,True,0.778863912658969,,True,Filter rejection,22.294597365243487,-117.96758777560743,
S0,oil_maximization,196,True,0.7009775213930721,,True,Filter rejection,16.85604864449993,-118.90809649555895,
S0,oil_maximization,197,True,0.6308797692537649,,True,Filter rejection,12.90628022470689,-119.57093854572301,
S0,oil_maximization,198,True,0.5677917923283884,,True,Filter rejection,9.979370086828627,-120.04142032220545,
S0,oil_maximization,199,True,0.5110126130955496,,True,Filter rejection,7.776534467272208,-120.37540780088712,
S0,oil_maximization,200,,0.4139202166073952,True,,,7.397518610187443,-120.60351915662903,theta-type
S0,oil_maximization,201,,0.7450563898933114,True,,,6.098310635912247,-120.61091312089864,f-type
S0,oil_maximization,202,True,0.7450563898933114,,True,Filter rejection,27.695809431692144,-116.00087663211079,
S0,oil_maximization,203,True,0.6705507509039802,,True,Filter rejection,18.812016020254767,-117.75876995139399,
S0,oil_maximization,204,True,0.6034956758135822,,True,Filter rejection,13.138708053802931,-118.8861628251701,
S0,oil_maximization,205,True,0.543146108232224,,True,Filter rejection,9.375280629688598,-119.62768759730824,
S0,oil_maximization,206,,0.4399483476681015,True,,,7.587571931389604,-120.7360899670438,theta-type
S0,oil_maximization,207,True,0.4399483476681015,,True,Filter rejection,12.411396586152597,-120.80177330008935,
S0,oil_maximization,208,,0.7127163232223244,True,,,6.807318362722204,-120.12231872379233,f-type
S0,oil_maximization,209,True,0.7127163232223244,,True,Filter rejection,36.97220158812414,-113.70789355652514,
S0,oil_maximization,210,True,0.6414446909000919,,True,Filter rejection,25.090335731311797,-116.23560000311636,
S0,oil_maximization,211,True,0.5773002218100828,,True,Filter rejection,17.52156421514307,-117.84647931471116,
S0,oil_maximization,212,True,0.5195701996290745,,True,Filter rejection,12.498028556333,-118.90573801359906,
S0,oil_maximization,213,True,0.46761317966616706,,True,Filter rejection,9.062504630921229,-119.61663572192545,
S0,oil_maximization,214,,0.3787666755295953,True,,,10.549992752545535,-120.88270685849287,theta-type
S0,oil_maximization,215,True,0.3787666755295953,,True,Filter rejection,11.357800875344891,-120.95567688314607,
S0,oil_maximization,216,,0.6136020143579444,True,,,6.659166236766801,-120.09975712767921,f-type
S0,oil_maximization,217,True,0.6136020143579444,,True,Filter rejection,65.97474812627485,-110.91996375335717,
S0,oil_maximization,218,True,0.5522418129221499,,True,Filter rejection,41.86765248008952,-114.6988002875454,
S0,oil_maximization,219,True,0.49701763162993495,,True,Filter rejection,27.797634895858966,-116.92342415769565,
S0,oil_maximization,220,True,0.4473158684669415,,True,Filter rejection,19.10105947830816,-118.30318294233578,
S0,oil_maximization,221,True,0.40258428162024734,,True,Filter rejection,13.461874481629241,-119.19575269587091,
S0,oil_maximization,222,True,0.3623258534582226,,True,Filter rejection,9.671904241941764,-119.79059338034739,
S0,oil_maximization,223,,0.29348394130116034,True,,,9.62500553487586,-121.01205481337914,theta-type
S0,oil_maximization,224,True,0.29348394130116034,,True,Filter rejection,13.196241322516638,-121.03355881500933,
S0,oil_maximization,225,True,0.2641355471710443,,True,Filter rejection,11.221918534705075,-121.05680737660505,
S0,oil_maximization,226,,0.4278995864170918,True,,,7.055266516027599,-120.19521161021216,f-type
S0,oil_maximization,227,,0.38510962777538266,True,,,9.506477130914487,-121.06694491180673,theta-type
S0,oil_maximization,228,True,0.38510962777538266,,True,Filter rejection,17.16956584556699,-120.54582986865303,
S0,oil_maximization,229,True,0.3465986649978444,,True,Filter rejection,14.801360574257963,-120.59368958869884,
S0,oil_maximization,230,True,0.31193879849806,,True,Filter rejection,12.700328289597557,-120.62964272328958,
S0,oil_maximization,231,True,0.280744918648254,,True,Filter rejection,10.848911103858462,-120.65398570042278,
S0,oil_maximization,232,True,0.2526704267834286,,True,Filter rejection,9.228196188193719,-120.66736906459504,
S0,oil_maximization,233,True,0.22740338410508576,,True,Filter rejection,7.818375100985289,-120.6707257626145,
S0,oil_maximization,234,,0.36839348225023894,True,,,6.43080908676482,-119.91585454090564,f-type
S0,oil_maximization,235,,0.6631082680504301,True,,,6.599297265299461,-120.66518434938439,f-type
S0,oil_maximization,236,True,0.6631082680504301,,True,Filter rejection,13.50593169577743,-118.96129420375101,
S0,oil_maximization,237,True,0.5967974412453871,,True,Filter rejection,11.34048244640713,-119.42109784999411,
S0,oil_maximization,238,True,0.5371176971208484,,True,Filter rejection,9.547286525039745,-119.78702468341311,
S0,oil_maximization,239,True,0.4834059274087636,,True,Filter rejection,8.044913558279195,-120.07918776478414,
S0,oil_maximization,240,True,0.4350653346678872,,True,Filter rejection,6.776695046094695,-120.31247440070248,
S0,oil_maximization,241,True,0.3915588012010985,,True,Filter rejection,5.701649882704465,-120.49824211253768,
S0,oil_maximization,242,True,0.35240292108098864,,True,Filter rejection,4.788835136459239,-120.64538432118205,
S0,oil_maximization,243,True,0.31716262897288977,,True,Filter rejection,4.01386798436873,-120.7610135637863,
S0,oil_maximization,244,True,0.2854463660756008,,True,Filter rejection,3.3568101025577795,-120.85090938672262,
S0,oil_maximization,245,,0.23121155652123668,True,,,2.839039674657557,-120.91077255356356,theta-type
S0,oil_maximization,246,,0.416180801738226,True,,,2.8008916087872975,-120.91982016093634,f-type
S0,oil_maximization,247,True,0.416180801738226,,True,Filter rejection,6.853319428570992,-120.29264966152355,
S0,oil_maximization,248,True,0.37456272156440346,,True,Filter rejection,5.804887831202024,-120.47113198155265,
S0,oil_maximization,249,True,0.33710644940796314,,True,Filter rejection,4.905041368772174,-120.61446103356019,
S0,oil_maximization,250,True,0.30339580446716685,,True,Filter rejection,4.133371932644913,-120.72906524151607,
S0,oil_maximization,251,True,0.27305622402045016,,True,Filter rejection,3.4731380500698936,-120.82009649628067,
S0,oil_maximization,252,True,0.24575060161840515,,True,Filter rejection,2.9100117798167906,-120.89175895600704,
S0,oil_maximization,253,True,0.22117554145656462,,True,Filter rejection,2.4314083612304955,-120.9475256793447,
S0,oil_maximization,254,True,0.19905798731090815,,True,Filter rejection,2.026135333038332,-120.99028675758163,
S0,oil_maximization,255,,0.32247393944367125,True,,,1.8742937660542747,-120.98490732531201,f-type
S0,oil_maximization,256,True,0.32247393944367125,,True,Filter rejection,6.917753140170872,-120.2270183372275,
S0,oil_maximization,257,True,0.29022654549930416,,True,Filter rejection,5.195963580681279,-120.48239076771345,
S0,oil_maximization,258,True,0.26120389094937374,,True,Filter rejection,3.935834619898983,-120.66490957980204,
S0,oil_maximization,259,True,0.23508350185443638,,True,Filter rejection,3.0030538771908732,-120.79575297691693,
S0,oil_maximization,260,True,0.21157515166899274,,True,Filter rejection,2.3059011622476597,-120.88950914875679,
S0,oil_maximization,261,True,0.19041763650209348,,True,Filter rejection,1.7804962627629002,-120.95641507821452,
S0,oil_maximization,262,,0.15423828556669572,True,,,1.6842060671644947,-121.0224553062617,theta-type
S0,oil_maximization,263,,0.2776289140200523,True,,,1.381623917586184,-121.00376085911631,f-type
S0,oil_maximization,264,True,0.2776289140200523,,True,Filter rejection,6.497821575799784,-120.36415244231213,
S0,oil_maximization,265,True,0.24986602261804708,,True,Filter rejection,4.889287169546076,-120.58002088722255,
S0,oil_maximization,266,True,0.22487942035624237,,True,Filter rejection,3.708480051227977,-120.73376506060386,
S0,oil_maximization,267,True,0.20239147832061813,,True,Filter rejection,2.8323180455878156,-120.84365323948798,
S0,oil_maximization,268,True,0.1821523304885563,,True,Filter rejection,2.176245608177162,-120.92222632725847,
S0,oil_maximization,269,True,0.16393709743970067,,True,Filter rejection,1.6810785893790243,-120.97824573879475,
S0,oil_maximization,270,,0.13278904892615756,True,,,1.7318763328976643,-121.04575668325947,theta-type
S0,oil_maximization,271,,0.2390202880670836,True,,,1.304749377492386,-121.0179188234246,f-type
S0,oil_maximization,272,True,0.2390202880670836,,True,Filter rejection,5.295091818631463,-120.52107405547986,
S0,oil_maximization,273,True,0.21511825926037526,,True,Filter rejection,4.013063728734598,-120.68684490079818,
S0,oil_maximization,274,True,0.19360643333433775,,True,Filter rejection,3.063226010067039,-120.80587206749209,
S0,oil_maximization,275,True,0.17424579000090398,,True,Filter rejection,2.352761837677966,-120.89161907874869,
